name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Shakkoumon,Digimon,BT3-040,5,8,3,Yellow,4,,Yellow,,Mutant,,Ultimate,7000,Free,R,Ultimate,,[Your Turn] This Digimon is also treated as blue. [Opponent's Turn] All of your opponent's Digimon with no digivolution cards gain ＜Security A. -1＞ (This Digimon checks 1 fewer security card).,,,Digimon Card Game,shakkoumon-bt3-040,2024-05-27 15:14:30,Shakkoumon,232092,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Cherubimon,Digimon,BT3-041,6,11,3,Yellow,5,,Yellow,,Cherub,Three Great Angels,Mega,11000,Vaccine,R,Mega,,"[When Attacking] If you have 3 or fewer security cards, place 1 yellow Digimon from your trash on top of your security stack face down.",,,Digimon Card Game,cherubimon-bt3-041,2024-05-27 15:14:30,Cherubimon,231782,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
ClavisAngemon,Digimon,BT3-042,6,12,3,Yellow,5,,Yellow,,Virtue,,Mega,10000,Vaccine,u,Mega,,"[When Attacking] If you have 3 or fewer security cards, 1 of your opponent's Digimon gets -6000 DP for the turn.",,,Digimon Card Game,clavisangemon-bt3-042,2024-05-27 15:14:30,ClavisAngemon,232098,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Kentaurosmon,Digimon,BT3-043,6,12,3,Yellow,5,,Yellow,,Holy Warrior,Royal Knight,Mega,11000,Vaccine,SR,Mega,,[When Digivolving] Up to 5 of your opponent's Digimon gain ＜Security A. -2＞ (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn. [On Deletion] 1 of your opponent's Digimon gets -11000 DP for the turn.,,,Digimon Card Game,kentaurosmon-bt3-043,2024-05-27 15:14:30,Kentaurosmon,229914,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
Aruraumon,Digimon,BT3-044,3,2,2,Green,2,,Green,,Vegetation,,Rookie,5000,Data,C,Rookie,,,,,Digimon Card Game,aruraumon-bt3-044,2024-05-27 15:14:30,Aruraumon,231011,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Kunemon,Digimon,BT3-045,3,3,0,Green,2,,Green,,Larva,,Rookie,4000,Virus,c,Rookie,,,,,Digimon Card Game,kunemon-bt3-045,2024-05-27 15:14:30,Kunemon,231012,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Terriermon,Digimon,BT3-046,3,3,0,Green,2,,Green,,Beast,,Rookie,2000,Vaccine,u,Rookie,,[All Turns] Your opponent can't gain memory other than by Tamer effects.,,,Digimon Card Game,terriermon-bt3-046,2024-05-27 15:14:30,Terriermon,231750,"['1-Year Anniversary Promo Pack', 'BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Memorial Collection 02', 'PB-08: Digimon Tamers Playmat']"
Wormmon,Digimon,BT3-047,3,3,0,Green,2,,Green,,Larva,,Rookie,1000,Free,r,Rookie,,[On Deletion] Reveal the top 3 cards of your deck. Add 1 level 4 or 5 Digimon card among them to your hand. Place the remaining cards on the bottom of your deck in any order.,,,Digimon Card Game,wormmon-bt3-047,2024-05-27 15:14:30,Wormmon,231714,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', ""PB-06: Tamer's Evolution Box 2""]"
Gargomon,Digimon,BT3-048,4,5,1,Green,3,,Green,,Beastkin,,Champion,4000,Vaccine,c,Champion,,Inherited Effect [Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,,,Digimon Card Game,gargomon-bt3-048,2024-05-27 15:14:30,Gargomon,231752,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Flymon,Digimon,BT3-049,4,5,2,Green,3,,Green,,Insectoid,,,4000,Virus,U,,,"[Security] At the end of the battle, play this card without paying the cost.",,,Digimon Card Game,flymon-bt3-049,2024-05-27 15:14:30,Flymon,231754,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Stingmon,Digimon,BT3-050,4,6,1,Green,3,,Green,,Insectoid,,Champion,5000,Free,r,Champion,,"Inherited Effect [Your Turn] [Once Per Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",,,Digimon Card Game,stingmon-bt3-050,2024-05-27 15:14:30,Stingmon,231013,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Dokugumon,Digimon,BT3-051,4,6,2,Green,3,,Green,,Insectoid,,Champion,5000,Virus,c,Champion,,[On Play] Reveal the top 3 cards of your deck. Add 1 level 5 and 1 level 6 Digimon card among them to your hand. Trash the remaining cards.,,,Digimon Card Game,dokugumon-bt3-051,2024-05-27 15:14:30,Dokugumon,231783,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Rapidmon,Digimon,BT3-052,5,6,2,Green,4,,Green,,Cyborg,,Ultimate,6000,Vaccine,C,Ultimate,,Inherited Effect [Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,,,Digimon Card Game,rapidmon-bt3-052,2024-05-27 15:14:30,Rapidmon,231756,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
JewelBeemon,Digimon,BT3-053,5,7,3,Green,4,,Green,,Insectoid,,Ultimate,10000,Vaccine,C,Ultimate,,,,,Digimon Card Game,jewelbeemon-bt3-053,2024-05-27 15:14:30,JewelBeemon,231014,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Blossomon,Digimon,BT3-054,5,7,3,Green,4,,Green,,Vegetation,,Ultimate,7000,Data,c,Ultimate,,"＜Digisorption -3＞ (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3).",,,Digimon Card Game,blossomon-bt3-054,2024-05-27 15:14:30,Blossomon,231015,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Dinobeemon,Digimon,BT3-055,5,8,3,Green,4,,Green,,Mutant,,Ultimate,7000,Free,r,Ultimate,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would). ＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon).",,,Digimon Card Game,dinobeemon-bt3-055,2024-05-27 15:14:30,Dinobeemon,231707,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Ceresmon,Digimon,BT3-056,6,12,5,Green,5,,Green,,Shaman,Olympos XII,Mega,12000,Data,SR,Mega,,"＜Digisorption -3＞ (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3). [Your Turn] [Once Per Turn] When your ＜Digisorption＞ effect would suspend one of your Digimon, you may suspend your opponent's Digimon with that effect instead.",,,Digimon Card Game,ceresmon-bt3-056,2024-05-27 15:14:30,Ceresmon,232307,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
MegaGargomon,Digimon,BT3-057,6,12,4,Green,5,,Green,,Machine,,,11000,Vaccine,R,,,"[When Digivolving] Suspend 1 of your opponent's Digimon. It doesn't unsuspend during your opponent's next unsuspend phase. [Your Turn] While your opponent has a suspended Digimon in play, this Digimon gains ＜Security A. +1＞ (This Digimon checks 1 additional security card).",,,Digimon Card Game,megagargomon-bt3-057,2024-05-27 15:14:30,MegaGargomon,232100,"['1-Year Anniversary Promo Pack', 'BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Digimon Card Game Deck Box Set Beelzemon', 'Memorial Collection 02', 'PB-08: Digimon Tamers Playmat']"
BanchoStingmon,Digimon,BT3-058,6,12,3,Green,5,,Green,,Insectoid,Boss,Mega,9000,Free,U,Mega,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would). [When Attacking] When this Digimon attacks one of your opponent's Digimon with 12000 DP or more, this Digimon gets +7000 DP and ＜Security A. +2＞ (This Digimon checks 2 additional security cards) for the turn.",,,Digimon Card Game,banchostingmon-bt3-058,2024-05-27 15:14:30,BanchoStingmon,231784,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', ""Tamer's Selection Box Super Tamer Battle 2022""]"
Commandramon,Digimon,BT3-059,3,2,0,Black,2,,Black,,Cyborg,D-Brigade,Rookie,3000,Virus,C,Rookie,,,,,Digimon Card Game,commandramon-bt3-059,2024-05-27 15:14:30,Commandramon,231016,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Psychemon,Digimon,BT3-060,3,3,1,Black,2,,Black,,Reptile,,,5000,Data,C,,,,,,Digimon Card Game,psychemon-bt3-060,2024-05-27 15:14:30,Psychemon,231751,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Chuumon,Digimon,BT3-061,3,3,0,Black,2,,Black,,Beast,,Rookie,1000,Virus,c,Rookie,,[All Turns] Your opponent can't gain memory other than by Tamer effects.,,,Digimon Card Game,chuumon-bt3-061,2024-05-27 15:14:30,Chuumon,229907,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0', 'Tamer Battle Pack 10']"
Ludomon,Digimon,BT3-062,3,3,0,Black,2,,Black,,Armor,Legend-Arms,Rookie,1000,Data,U,Rookie,,[On Play] Reveal the top 5 cards of your deck. Add 1 [RagnaLoardmon] Digimon card and 1 Digimon card with the [Legend-Arms] trait among them to your hand. Place the remaining cards on the bottom of your deck in any order.,,,Digimon Card Game,ludomon-bt3-062,2024-05-27 15:14:30,Ludomon,231017,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Sukamon,Digimon,BT3-063,4,3,2,Black,3,,Black,,Abnormal,,Champion,1000,Virus,C,Champion,,[On Deletion] Reveal the top 3 cards of your deck. You may play 1 [Chuumon] among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,,,Digimon Card Game,sukamon-bt3-063,2024-05-27 15:14:30,Sukamon,231753,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Illustration Competition Promotion Pack 2023']"
TiaLudomon,Digimon,BT3-064,4,4,2,Black,3,,Black,,Armor,Legend-Arms,,4000,Data,C,,,"Inherited Effect [When Attacking] If this Digimon is level 7, trigger ＜De-Digivolve 1＞ 1 of your opponent's Digimon (Trash the top card. You can't trash past level 3 cards).",,,Digimon Card Game,tialudomon-bt3-064,2024-05-27 15:14:30,TiaLudomon,231018,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Gururumon,Digimon,BT3-065,4,5,2,Black,3,,Black,,Beast,,Champion,4000,Vaccine,U,Champion,,"[Security] At the end of the battle, play this card without paying the cost.",,,Digimon Card Game,gururumon-bt3-065,2024-05-27 15:14:30,Gururumon,231755,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Clockmon,Digimon,BT3-066,4,5,2,Black,3,,Black,,Machine,,Champion,5000,Data,C,Champion,,Inherited Effect [Opponent's Turn] This Digimon gets +1000 DP.,,,Digimon Card Game,clockmon-bt3-066,2024-05-27 15:14:30,Clockmon,231729,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Tankmon,Digimon,BT3-067,4,6,1,Black,3,,Black,,Cyborg,,Champion,6000,Data,c,Champion,,,,,Digimon Card Game,tankmon-bt3-067,2024-05-27 15:14:30,Tankmon,231730,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Giromon,Digimon,BT3-068,5,6,3,Black,4,,Black,,Mine,,Ultimate,7000,Vaccine,C,Ultimate,,Inherited Effect [Opponent's Turn] This Digimon gets +1000 DP.,,,Digimon Card Game,giromon-bt3-068,2024-05-27 15:14:30,Giromon,231019,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
RaijiLudomon,Digimon,BT3-069,5,6,3,Black,4,,Black,,Armor,Legend-Arms,Ultimate,7000,Data,C,Ultimate,,"Inherited Effect [When Attacking] If this Digimon is level 7, trigger ＜De-Digivolve 1＞ 1 of your opponent's Digimon (Trash the top card. You can't trash past level 3 cards).",,,Digimon Card Game,raijiludomon-bt3-069,2024-05-27 15:14:30,RaijiLudomon,231020,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Etemon,Digimon,BT3-070,5,7,3,Black,4,,Black,,Puppet,,Ultimate,6000,Virus,R,Ultimate,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [On Deletion] Reveal 5 cards from the top of your deck. You may play 1 level 6 Digimon card with [Etemon] in its name among them. Place the remaining cards at the bottom of your deck in any order.",,,Digimon Card Game,etemon-bt3-070,2024-05-27 15:14:30,Etemon,231731,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'LM-02: Limited Card Pack DeathXmon']"
MetalMamemon,Digimon,BT3-071,5,8,3,Black,4,,Black,,Cyborg,,Ultimate,7000,Data,R,Ultimate,,＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase). [When Digivolving] Return 1 level 7 Digimon card with the [Virus] trait from your trash to your hand.,,,Digimon Card Game,metalmamemon-bt3-071,2024-05-27 15:14:30,MetalMamemon,231021,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
BryweLudramon,Digimon,BT3-072,6,10,3,Black,5,,Black,,Armor,Legend-Arms,Mega,12000,Data,R,Mega,,"Inherited Effect ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target).",,,Digimon Card Game,bryweludramon-bt3-072,2024-05-27 15:14:30,BryweLudramon,232308,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
CresGarurumon,Digimon,BT3-073,6,11,4,Black,5,,Black,,Beast Knight,,Mega,11000,Data,SR,Mega,,＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase). [When Digivolving] Reveal 1 card from the top of your deck for each Digimon your opponent has in play. You may play 1 black or red Digimon card with a level of 5 or less among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,,,Digimon Card Game,cresgarurumon-bt3-073,2024-05-27 15:14:30,CresGarurumon,232810,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
MetalEtemon,Digimon,BT3-074,6,12,3,Black,5,,Black,,Cyborg,,Mega,10000,Virus,U,Mega,,[Your Turn] This Digimon can't be blocked by your opponent's Digimon. [Opponent's Turn] This Digimon gets +2000 DP.,,,Digimon Card Game,metaletemon-bt3-074,2024-05-27 15:14:30,MetalEtemon,229905,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
Craniamon,Digimon,BT3-075,6,13,4,Black,5,,Black,,Holy Warrior,Royal Knight,Mega,12000,Vaccine,sr,Mega,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [All Turns] None of your Digimon with ＜Blocker＞ can be deleted by your opponent's effects.",,,Digimon Card Game,craniamon-bt3-075,2024-05-27 15:14:30,Craniamon,231022,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'PB-12E: Digimon Card Game 2nd Anniversary Set']"
Candlemon,Digimon,BT3-076,3,2,0,Purple,2,,Purple,,Flame,,Rookie,3000,Data,C,Rookie,,,,,Digimon Card Game,candlemon-bt3-076,2024-05-27 15:14:30,Candlemon,231732,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Gazimon,Digimon,BT3-077,3,3,0,Purple,2,,Purple,,Mammal,,Rookie,2000,Virus,C,Rookie,,[All Turns] Your opponent can't gain memory except with Tamer effects.,,,Digimon Card Game,gazimon-bt3-077,2024-05-27 15:14:30,Gazimon,231734,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', ""Tamer's Selection Box Evolution Cup 2022 Ver.2""]"
Shamanmon,Digimon,BT3-078,3,3,0,Purple,2,,Purple,,Demon,,Rookie,4000,Virus,C,Rookie,,,,,Digimon Card Game,shamanmon-bt3-078,2024-05-27 15:14:30,Shamanmon,231023,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Tsukaimon,Digimon,BT3-079,3,3,0,Purple,2,,Purple,,Mammal,,Rookie,2000,Virus,C,Rookie,,Inherited Effect [On Deletion] Gain 1 memory.,,,Digimon Card Game,tsukaimon-bt3-079,2024-05-27 15:14:30,Tsukaimon - BT3-079,229902,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
Saberdramon,Digimon,BT3-080,4,4,2,Purple,3,,Purple,,Giant Bird,,Champion,3000,Vaccine,C,Champion,,"Inherited Effect ＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",,,Digimon Card Game,saberdramon-bt3-080,2024-05-27 15:14:30,Saberdramon,231735,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Devidramon,Digimon,BT3-081,4,5,2,Purple,3,,Purple,,Evil Dragon,,Champion,4000,Virus,U,Champion,,Inherited Effect [On Deletion] Gain 1 memory.,,,Digimon Card Game,devidramon-bt3-081,2024-05-27 15:14:30,Devidramon,229899,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
BlackGatomon,Digimon,BT3-082,4,5,2,Purple,3,,Purple,,Dark Animal,,Champion,4000,Virus,U,Champion,,"[Security] At the end of the battle, play this card without paying its memory cost.",,,Digimon Card Game,blackgatomon-bt3-082,2024-05-27 15:14:30,BlackGatomon,231024,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Meramon,Digimon,BT3-083,4,5,1,Purple,3,,Purple,,Flame,,Champion,5000,Data,C,Champion,,,,,Digimon Card Game,meramon-bt3-083,2024-05-27 15:14:30,Meramon,231025,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Raremon,Digimon,BT3-084,4,5,2,Purple,3,,Purple,,Undead,,Champion,4000,Virus,R,Champion,,[On Play] Reveal the top 3 cards of your deck. Add 1 Option card among them to your hand. Trash the remaining cards.,,,Digimon Card Game,raremon-bt3-084,2024-05-27 15:14:30,Raremon,229897,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
SkullMeramon,Digimon,BT3-085,5,5,2,Purple,4,,Purple,,Flame,,Ultimate,6000,Data,C,Ultimate,,,,,Digimon Card Game,skullmeramon-bt3-085,2024-05-27 15:14:30,SkullMeramon,231737,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Arukenimon,Digimon,BT3-086,5,7,3,Purple,4,,Purple,,Dark Animal,,Ultimate,6000,Virus,C,Ultimate,,"[When Attacking] You may pay 3 memory to play 1 [MaloMyotismon] from your hand without paying its memory cost. If you do, delete this Digimon.",,,Digimon Card Game,arukenimon-bt3-086,2024-05-27 15:14:30,Arukenimon,231026,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Mummymon,Digimon,BT3-087,5,7,3,Purple,4,,Purple,,Undead,,Ultimate,7000,Virus,C,Ultimate,,"[When Attacking] You may pay 3 memory to play 1 [MaloMyotismon] from your hand without paying its memory cost. Then, delete this Digimon.",,,Digimon Card Game,mummymon-bt3-087,2024-05-27 15:14:30,Mummymon,231027,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
LadyDevimon,Digimon,BT3-088,5,8,3,Purple,4,,Purple,,Fallen Angel,,Ultimate,8000,Virus,r,Ultimate,,"[When Digivolving] ＜Draw 2＞ (Draw 2 cards from your deck). Then, trash 2 cards in your hand.","[Your Turn] [Once Per Turn] When you use an Option card, delete 1 of your opponent's level 3 Digimon.",,Digimon Card Game,ladydevimon-bt3-088,2024-05-27 15:14:30,LadyDevimon,231738,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Boltmon,Digimon,BT3-089,6,10,2,Purple,5,,Purple,,Cyborg,,Mega,12000,Data,U,Mega,,,,,Digimon Card Game,boltmon-bt3-089,2024-05-27 15:14:30,Boltmon,229896,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0']"
Mastemon,Digimon,BT3-090,6,12,4,Purple,5,,Purple,,Angel,,Mega,12000,Vaccine,SR,Mega,,"[When Digivolving] Trash 1 card from the top of both players' security stacks. Then, you may play 1 purple or yellow Digimon card with a level of 4 or less from your trash without paying its memory cost.",,,Digimon Card Game,mastemon-bt3-090,2024-05-27 15:14:30,Mastemon (Alternate Art),231028,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Lilithmon,Digimon,BT3-091,6,12,3,Purple,5,,Purple,,Demon Lord,Seven Great Demon Lords,Mega,11000,Virus,sr,Mega,,"[When Digivolving] If you have 10 or more cards in your trash, you may return up to 2 purple Option cards from your trash to your hand. [Your Turn] [Once Per Turn] When you use an Option card, gain 2 memory.",,,Digimon Card Game,lilithmon-bt3-091,2024-05-27 15:14:30,Lilithmon (Alternate Art),229889,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.0', 'PB-12E: Digimon Card Game 2nd Anniversary Set']"
MaloMyotismon,Digimon,BT3-092,6,13,5,Purple,5,,Purple,,Demon Lord,,Mega,12000,Virus,R,Mega,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would).  [All Turns] When another Digimon is deleted, gain 1 memory for each Digimon deleted.",,,Digimon Card Game,malomyotismon-bt3-092,2024-05-27 15:14:30,MaloMyotismon,231740,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Memorial Collection Digimon Adventure 02']"
Davis Motomiya,Tamer,BT3-093,,4,,,,,Blue,,,,,,,R,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3. [On Play] Reveal the top 3 cards of your deck. Add 1 blue and 1 green Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,davis-motomiya-bt3-093,2024-05-27 15:14:30,Davis Motomiya,231030,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Ken Ichijoji,Tamer,BT3-094,,4,,,,,Green,,,,,,,R,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3. [Your Turn] When one of your green or blue Digimon deletes an opponent's Digimon in battle and survives, you may suspend this Tamer to gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,ken-ichijoji-bt3-094,2024-05-27 15:14:30,Ken Ichijoji,231031,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Joe Kido,Tamer,BT3-095,,2,,,,,Black,,,,,,,R,,,"[Start of Your Turn] If you have a Digimon with ＜Blocker＞ in play, gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,joe-kido-bt3-095,2024-05-27 15:14:30,Joe Kido - BT3-095,231032,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Mimi Tachikawa,Tamer,BT3-096,,2,,,,,Purple,,,,,,,R,,,"[All Turns] When a player uses an Option card, you may suspend this Tamer to gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,mimi-tachikawa-bt3-096,2024-05-27 15:14:30,Mimi Tachikawa,231033,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
A Delicate Plan,Option,BT3-097,,1,,,,,Red,,,,,,,u,,,"[Main] 1 of your Digimon gains ""[Security] effects on Option cards checked by this Digimon don't activate"" for the turn.",Security Effect [Security] Add this card to the hand.,,Digimon Card Game,a-delicate-plan-bt3-097,2024-05-27 15:14:30,A Delicate Plan,231742,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Plasma Stake,Option,BT3-098,,4,,,,,Red,,,,,,,C,,,[Main] Delete 1 of your opponent's Digimon with 13000 DP or more.,Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,plasma-stake-bt3-098,2024-05-27 15:14:30,Plasma Stake,231743,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
We Have to Stop Fighting!,Option,BT3-099,,2,,,,,Blue,,,,,,,U,,,[Main] Neither player's Digimon can be deleted in battle for the turn.,Security Effect [Security] Add this card to your hand.,,Digimon Card Game,we-have-to-stop-fighting-bt3-099,2024-05-27 15:14:30,We Have to Stop Fighting!,232102,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Death Parade Blaster,Option,BT3-100,,3,,,,,Blue,,,,,,,C,,,"[Main] Trash up to 2 digivolution cards from the bottom of all of your opponent's Digimon. Then, if you have a green Digimon in play, suspend 1 of your opponent's Digimon with no digivolution cards.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,death-parade-blaster-bt3-100,2024-05-27 15:14:30,Death Parade Blaster,231745,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Bifrost,Option,BT3-101,,3,,,,,Yellow,,,,,,,C,,,[Main] 1 of your opponent's Digimon gets -3000 DP and ＜Security A. -1＞ (This Digimon checks 1 fewer security card) until the end of your opponent's next turn.,Security Effect [Security] 1 of your opponent's Digimon gets -3000 DP and ＜Security A. -1＞ (This Digimon checks 1 fewer security card) for the turn.,,Digimon Card Game,bifrost-bt3-101,2024-05-27 15:14:30,Bifrost,231746,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Code Cracking,Option,BT3-102,,4,,,,,Yellow,,,,,,,U,,,"[Main] Your opponent may trash their top security card. If they don't, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack).",,,Digimon Card Game,code-cracking-bt3-102,2024-05-27 15:14:30,Code Cracking,231747,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Hidden Potential Discovered!,Option,BT3-103,,0,,,,,Green,,,,,,,u,,,"[Main] For the turn, when one of your green Digimon would next digivolve, by suspending 1 of your Digimon, reduce the digivolution cost by 5.",Security Effect [Security] Add this card to the hand.,,Digimon Card Game,hidden-potential-discovered-bt3-103,2024-05-27 15:14:30,Hidden Potential Discovered!,231748,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Positron Laser,Option,BT3-104,,6,,,,,Green,,,,,,,C,,,"[Main] Up to 2 of your opponent's Digimon can't attack or block until the end of your opponent's next turn. Then, if you have a blue Digimon in play, return 1 of your opponent's suspended Digimon to their hand.","Security Effect [Security] Up to 2 of your opponent's Digimon can't attack for the turn. Then, if you have a blue Digimon in play, return 1 of your opponent's suspended Digimon to its owner's hand.",,Digimon Card Game,positron-laser-bt3-104,2024-05-27 15:14:30,Positron Laser,231749,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Breath of the Gods,Option,BT3-105,,2,,,,,Black,,,,,,,R,,,"[Main] 1 of your Digimon gains ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase) and ""This Digimon can't have its DP reduced or be returned to its owner's hand or deck"" until the end of your opponent's next turn.",Security Effect [Security] Your opponent's Digimon can't attack players for the turn.,,Digimon Card Game,breath-of-the-gods-bt3-105,2024-05-27 15:14:30,Breath of the Gods,231034,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'PB-12E: Digimon Card Game 2nd Anniversary Set']"
